Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"AsPC-1","SIDM00899","910702","PAAD","pancreas","pancreas","GDSC2","281"
"CA46","SIDM00907","910703","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"AU565","SIDM00898","910704","BRCA","breast","breast","GDSC2","284"
"BALL-1","SIDM00287","910705","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","280"
"BL-41","SIDM00985","910706","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"BV-173","SIDM00962","910710","LCML","blood","chronic_myeloid_leukaemia","GDSC2","200"
"IA-LM","SIDM00306","910779","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"TGW","SIDM00324","910780","NB","nervous_system","neuroblastoma","GDSC2","282"
"AN3-CA","SIDM00901","910781","UCEC","urogenital_system","endometrium","GDSC2","280"
"A204","SIDM00798","910784","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","281"
"NY","SIDM00569","910849","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"C3A","SIDM01237","910850","LIHC","digestive_system","liver","GDSC2","281"
"A427","SIDM00810","910851","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","256"
"CAL-85-1","SIDM00928","910852","BRCA","breast","breast","GDSC2","286"
"CHL-1","SIDM01228","910853","SKCM","skin","melanoma","GDSC2","281"
"RL","SIDM01089","910861","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"NCI-H146","SIDM00698","910899","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H1651","SIDM00744","910900","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"RPMI-7951","SIDM01087","910903","SKCM","skin","melanoma","GDSC2","281"
"SCC-4","SIDM01081","910904","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"SNU-C1","SIDM01197","910905","COREAD","digestive_system","large_intestine","GDSC2","283"
"ST486","SIDM01198","910906","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","258"
"SW1990","SIDM01165","910907","PAAD","pancreas","pancreas","GDSC2","171"
"UACC-812","SIDM01187","910910","BRCA","breast","breast","GDSC2","161"
"SCC-15","SIDM01083","910911","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"CAPAN-2","SIDM00943","910915","PAAD","pancreas","pancreas","GDSC2","261"
"CAL-27","SIDM00937","910916","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"BC-3","SIDM00895","910918","DLBC","blood","B_cell_lymphoma","GDSC2","180"
"BC-1","SIDM00896","910919","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"A704","SIDM00849","910920","KIRC","kidney","kidney","GDSC2","281"
"A101D","SIDM00801","910921","SKCM","skin","melanoma","GDSC2","281"
"769-P","SIDM00803","910922","KIRC","kidney","kidney","GDSC2","282"
"23132-87","SIDM00980","910924","STAD","digestive_system","stomach","GDSC2","281"
"A431","SIDM00995","910925","UNCLASSIFIED","skin","skin_other","GDSC2","180"
"BFTC-905","SIDM00989","910926","BLCA","urogenital_system","bladder","GDSC2","282"
"CAL-51","SIDM00933","910927","BRCA","breast","breast","GDSC2","285"
"SCC-3","SIDM00384","910930","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"RERF-LC-MS","SIDM00355","910931","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"GAK","SIDM00543","910932","SKCM","skin","melanoma","GDSC2","282"
"AM-38","SIDM00492","910933","GBM","nervous_system","glioma","GDSC2","281"
"A4-Fuk","SIDM00502","910934","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"A3-KAW","SIDM00495","910935","DLBC","blood","B_cell_lymphoma","GDSC2","278"
"DOK","SIDM00540","910936","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"COR-L279","SIDM00511","910937","SCLC","lung","lung_small_cell_carcinoma","GDSC2","168"
"CHP-134","SIDM00285","910941","NB","nervous_system","neuroblastoma","GDSC2","240"
"NEC8","SIDM00243","910942","UNCLASSIFIED","urogenital_system","testis","GDSC2","281"
"CAS-1","SIDM00212","910943","GBM","nervous_system","glioma","GDSC2","280"
"ALL-PO","SIDM00211","910944","ALL","blood","lymphoblastic_leukemia","GDSC2","281"
"OCI-AML2","SIDM00446","910947","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"MFM-223","SIDM00332","910948","BRCA","breast","breast","GDSC2","286"
"CML-T1","SIDM00958","910951","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"CAL-54","SIDM00932","910952","KIRC","kidney","kidney","GDSC2","282"
"EFO-21","SIDM01052","911905","OV","urogenital_system","ovary","GDSC2","282"
"LS-1034","SIDM00681","917486","COREAD","digestive_system","large_intestine","GDSC2","283"
"22RV1","SIDM00499","924100","PRAD","urogenital_system","prostate","GDSC2","282"
"8505C","SIDM00996","924102","THCA","thyroid","thyroid","GDSC2","281"
"B-CPAP","SIDM00992","924104","THCA","thyroid","thyroid","GDSC2","280"
"BPH-1","SIDM00964","924105","UNCLASSIFIED","urogenital_system","prostate","GDSC2","281"
"CAL-148","SIDM00938","924106","BRCA","breast","breast","GDSC2","173"
"CAL-39","SIDM00935","924107","CESC","urogenital_system","cervix","GDSC2","282"
"CaR-1","SIDM00488","924108","COREAD","digestive_system","large_intestine","GDSC2","283"
"HDLM-2","SIDM01064","924110","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"HO-1-N-1","SIDM00592","924111","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"HTC-C3","SIDM00496","924151","THCA","thyroid","thyroid","GDSC2","281"
"KGN","SIDM00302","924186","UNCLASSIFIED","urogenital_system","ovary","GDSC2","170"
"KLE","SIDM00686","924187","UCEC","urogenital_system","endometrium","GDSC2","281"
"KNS-81-FD","SIDM01210","924188","LGG","nervous_system","glioma","GDSC2","180"
"KP-N-RT-BM-1","SIDM00557","924189","NB","nervous_system","neuroblastoma","GDSC2","179"
"K5","SIDM00056","924238","THCA","thyroid","thyroid","GDSC2","281"
"L-363","SIDM00312","924239","MM","blood","myeloma","GDSC2","280"
"MDA-MB-415","SIDM00630","924240","BRCA","breast","breast","GDSC2","283"
"NCI-H250","SIDM00721","924241","SCLC","lung","lung_small_cell_carcinoma","GDSC2","256"
"NCI-H1975","SIDM00759","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"SW954","SIDM01157","924247","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC2","180"
"TE-441-T","SIDM01173","924248","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","180"
"MKN7","SIDM00560","924250","STAD","digestive_system","stomach","GDSC2","191"
"MDA-MB-157","SIDM00529","925338","BRCA","breast","breast","GDSC2","286"
"MMAc-SF","SIDM01242","925339","SKCM","skin","melanoma","GDSC2","180"
"MKN45","SIDM00247","925340","STAD","digestive_system","stomach","GDSC2","282"
"NCI-H810","SIDM01116","925341","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"MFH-ino","SIDM00299","925343","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","170"
"NOS-1","SIDM00242","925345","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"PANC-03-27","SIDM01138","925346","PAAD","pancreas","pancreas","GDSC2","171"
"PANC-08-13","SIDM01136","925347","PAAD","pancreas","pancreas","GDSC2","281"
"PANC-10-05","SIDM01135","925348","PAAD","pancreas","pancreas","GDSC2","282"
"RL95-2","SIDM01088","930082","UNCLASSIFIED","urogenital_system","endometrium","GDSC2","280"
"RO82-W-1","SIDM00218","930083","THCA","thyroid","thyroid","GDSC2","282"
"SiHa","SIDM01093","930297","CESC","urogenital_system","cervix","GDSC2","281"
"SKG-IIIa","SIDM00381","930298","CESC","urogenital_system","cervix","GDSC2","282"
"TT","SIDM00484","930299","THCA","thyroid","thyroid","GDSC2","169"
"VMRC-MELG","SIDM00319","930301","SKCM","skin","melanoma","GDSC2","180"
"TE-9","SIDM00325","946353","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"TE-11","SIDM00348","946354","ESCA","aero_digestive_tract","oesophagus","GDSC2","180"
"TE-6","SIDM00328","946355","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"TE-12","SIDM00023","946356","ESCA","aero_digestive_tract","oesophagus","GDSC2","257"
"TC-YIK","SIDM00234","946357","UNCLASSIFIED","urogenital_system","cervix","GDSC2","270"
"YT","SIDM00410","946358","ALL","blood","lymphoid_neoplasm_other","GDSC2","167"
"BT-474","SIDM00963","946359","BRCA","breast","breast","GDSC2","285"
"OAW-28","SIDM00481","946360","OV","urogenital_system","ovary","GDSC2","281"
"LCLC-97TM1","SIDM00344","946361","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"KP-N-YS","SIDM00157","946363","NB","nervous_system","neuroblastoma","GDSC2","180"
"D-245MG","SIDM01021","946366","GBM","nervous_system","glioma","GDSC2","180"
"D-247MG","SIDM00622","946367","GBM","nervous_system","glioma","GDSC2","180"
"D-263MG","SIDM00732","946368","GBM","nervous_system","glioma","GDSC2","281"
"D-336MG","SIDM00620","946369","LGG","nervous_system","glioma","GDSC2","180"
"D-392MG","SIDM00542","946370","GBM","nervous_system","glioma","GDSC2","282"
"D-423MG","SIDM00209","946372","GBM","nervous_system","glioma","GDSC2","179"
"D-502MG","SIDM00208","946373","LGG","nervous_system","glioma","GDSC2","180"
"D-566MG","SIDM00206","946377","GBM","nervous_system","glioma","GDSC2","179"
"CAMA-1","SIDM00920","946382","BRCA","breast","breast","GDSC2","286"
"CTB-1","SIDM00283","949088","DLBC","blood","B_cell_lymphoma","GDSC2","184"
"Caov-4","SIDM00918","949090","OV","urogenital_system","ovary","GDSC2","169"
"BT-483","SIDM00892","949093","BRCA","breast","breast","GDSC2","163"
"M059J","SIDM00659","949094","GBM","nervous_system","glioma","GDSC2","279"
"HAL-01","SIDM00289","949153","ALL","blood","lymphoblastic_leukemia","GDSC2","281"
"OMC-1","SIDM00240","949154","CESC","urogenital_system","cervix","GDSC2","180"
"ES8","SIDM00261","949155","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"ES4","SIDM00264","949156","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","279"
"ES6","SIDM00262","949157","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"ES1","SIDM00266","949158","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","168"
"EW-7","SIDM00201","949160","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-3","SIDM00202","949161","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-12","SIDM00200","949162","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","179"
"EW-1","SIDM00205","949163","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-18","SIDM00197","949164","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-16","SIDM00198","949165","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"EW-13","SIDM00621","949166","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","258"
"EW-22","SIDM00196","949167","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","282"
"EW-24","SIDM00195","949168","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","281"
"LAN-6","SIDM00330","949170","NB","nervous_system","neuroblastoma","GDSC2","180"
"NB10","SIDM00259","949171","NB","nervous_system","neuroblastoma","GDSC2","282"
"NB12","SIDM00258","949172","NB","nervous_system","neuroblastoma","GDSC2","159"
"NB6","SIDM00253","949173","NB","nervous_system","neuroblastoma","GDSC2","178"
"NB7","SIDM00156","949174","NB","nervous_system","neuroblastoma","GDSC2","282"
"NB17","SIDM00255","949175","NB","nervous_system","neuroblastoma","GDSC2","178"
"NB5","SIDM00254","949176","NB","nervous_system","neuroblastoma","GDSC2","180"
"NB13","SIDM00257","949177","NB","nervous_system","neuroblastoma","GDSC2","269"
"NB14","SIDM00256","949178","NB","nervous_system","neuroblastoma","GDSC2","280"
"NB1","SIDM00578","949179","NB","nervous_system","neuroblastoma","GDSC2","154"
"RH-1","SIDM00427","971773","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","281"
"RH-18","SIDM00454","971774","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","12"
"MZ2-MEL","SIDM00179","971777","SKCM","skin","melanoma","GDSC2","180"
"Jurkat","SIDM01016","998184","ALL","blood","T_cell_leukemia","GDSC2","279"
"LS-180","SIDM00680","998189","COREAD","digestive_system","large_intestine","GDSC2","283"
"BICR22","SIDM00485","1240121","HNSC","aero_digestive_tract","head_and_neck","GDSC2","282"
"BICR78","SIDM00501","1240122","HNSC","aero_digestive_tract","head_and_neck","GDSC2","282"
"CCK-81","SIDM00487","1240123","COREAD","digestive_system","large_intestine","GDSC2","283"
"COLO-783","SIDM00955","1240125","SKCM","skin","melanoma","GDSC2","179"
"EN","SIDM01045","1240127","UCEC","urogenital_system","endometrium","GDSC2","282"
"ES-2","SIDM00861","1240128","UNCLASSIFIED","urogenital_system","ovary","GDSC2","280"
"FU-OV-1","SIDM01040","1240129","OV","urogenital_system","ovary","GDSC2","161"
"G-MEL","SIDM00129","1240130","SKCM","skin","melanoma","GDSC2","256"
"NCI-H2591","SIDM00101","1240131","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2595","SIDM00100","1240132","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2731","SIDM00098","1240134","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2803","SIDM00309","1240135","MESO","lung","mesothelioma","GDSC2","257"
"NCI-H2804","SIDM00310","1240136","MESO","lung","mesothelioma","GDSC2","257"
"NCI-H2810","SIDM00311","1240137","MESO","lung","mesothelioma","GDSC2","257"
"NCI-H2869","SIDM00519","1240138","MESO","lung","mesothelioma","GDSC2","256"
"NCI-H290","SIDM00518","1240139","MESO","lung","mesothelioma","GDSC2","180"
"NCI-H3118","SIDM00517","1240140","UNCLASSIFIED","aero_digestive_tract","head_and_neck","GDSC2","281"
"NCI-H513","SIDM00114","1240141","MESO","lung","mesothelioma","GDSC2","280"
"HARA","SIDM00598","1240142","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"HCC-15","SIDM01072","1240143","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","279"
"HCC-366","SIDM01070","1240144","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","257"
"HCC-44","SIDM01069","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","271"
"HCC-827","SIDM01067","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"Hep3B2-1-7","SIDM00672","1240147","LIHC","digestive_system","liver","GDSC2","257"
"Hs-633T","SIDM00667","1240149","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC2","170"
"Hs-683","SIDM00666","1240150","LGG","nervous_system","glioma","GDSC2","179"
"Hs-746T","SIDM00665","1240151","STAD","digestive_system","stomach","GDSC2","281"
"IGR-37","SIDM01066","1240153","SKCM","skin","melanoma","GDSC2","281"
"IHH-4","SIDM00600","1240154","THCA","thyroid","thyroid","GDSC2","282"
"IM-95","SIDM00602","1240155","STAD","digestive_system","stomach","GDSC2","281"
"JHH-2","SIDM00617","1240157","LIHC","digestive_system","liver","GDSC2","282"
"JHH-4","SIDM00616","1240158","LIHC","digestive_system","liver","GDSC2","281"
"JHH-6","SIDM00615","1240159","LIHC","digestive_system","liver","GDSC2","281"
"JHH-7","SIDM00614","1240160","LIHC","digestive_system","liver","GDSC2","282"
"JHU-011","SIDM00128","1240161","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"JHU-022","SIDM00127","1240162","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"KYM-1","SIDM00552","1240166","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","282"
"KYSE-220","SIDM00551","1240167","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"LN-18","SIDM00685","1240168","GBM","nervous_system","glioma","GDSC2","281"
"LN-229","SIDM00684","1240169","GBM","nervous_system","glioma","GDSC2","281"
"LNZTA3WT4","SIDM01220","1240170","GBM","nervous_system","glioma","GDSC2","99"
"MDA-MB-436","SIDM00629","1240172","BRCA","breast","breast","GDSC2","286"
"MDST8","SIDM00527","1240173","COREAD","digestive_system","large_intestine","GDSC2","272"
"MFE-319","SIDM00333","1240174","UCEC","urogenital_system","endometrium","GDSC2","281"
"ML-1","SIDM00442","1240178","THCA","thyroid","thyroid","GDSC2","180"
"MS751","SIDM00638","1240179","CESC","urogenital_system","cervix","GDSC2","281"
"NB(TU)1-10","SIDM00579","1240181","NB","nervous_system","neuroblastoma","GDSC2","270"
"NCI-H1836","SIDM00770","1240182","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H1869","SIDM00768","1240183","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","240"
"NCI-H1915","SIDM00763","1240184","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"NCI-H1944","SIDM00762","1240185","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H196","SIDM00761","1240186","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H2023","SIDM00753","1240187","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H211","SIDM00704","1240189","SCLC","lung","lung_small_cell_carcinoma","GDSC2","270"
"NCI-H3122","SIDM00137","1240190","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H647","SIDM01125","1240191","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H841","SIDM01134","1240192","SCLC","lung","lung_small_cell_carcinoma","GDSC2","271"
"NCI-H847","SIDM01149","1240193","SCLC","lung","lung_small_cell_carcinoma","GDSC2","161"
"OSC-20","SIDM00565","1240196","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"OV-90","SIDM01141","1240197","OV","urogenital_system","ovary","GDSC2","282"
"OVISE","SIDM00564","1240198","OV","urogenital_system","ovary","GDSC2","281"
"OVKATE","SIDM00466","1240199","OV","urogenital_system","ovary","GDSC2","170"
"OVMIU","SIDM00465","1240200","OV","urogenital_system","ovary","GDSC2","281"
"PA-TU-8988T","SIDM00453","1240201","PAAD","pancreas","pancreas","GDSC2","281"
"PC-3_[JPC-3]","SIDM00361","1240202","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","170"
"PCI-15A","SIDM00270","1240204","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"PCI-6A","SIDM00115","1240206","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"PE-CA-PJ15","SIDM00473","1240207","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"RERF-GC-1B","SIDM00358","1240209","STAD","digestive_system","stomach","GDSC2","281"
"RH-41","SIDM00426","1240210","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","281"
"SISO","SIDM00394","1240212","CESC","urogenital_system","cervix","GDSC2","281"
"SKN","SIDM00377","1240215","UNCLASSIFIED","urogenital_system","uterus","GDSC2","282"
"SNU-398","SIDM01181","1240217","LIHC","digestive_system","liver","GDSC2","281"
"SU8686","SIDM01188","1240218","PAAD","pancreas","pancreas","GDSC2","281"
"SUIT-2","SIDM00371","1240219","PAAD","pancreas","pancreas","GDSC2","281"
"SW156","SIDM01162","1240220","KIRC","kidney","kidney","GDSC2","180"
"TC-71","SIDM00419","1240221","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","280"
"TOV-21G","SIDM01169","1240222","OV","urogenital_system","ovary","GDSC2","280"
"TT2609-C02","SIDM00418","1240223","THCA","thyroid","thyroid","GDSC2","281"
"VMRC-RCW","SIDM00318","1240224","KIRC","kidney","kidney","GDSC2","180"
"WM278","SIDM00975","1240226","SKCM","skin","melanoma","GDSC2","281"
"SUP-B15","SIDM01176","1247871","ALL","blood","lymphoblastic_leukemia","GDSC2","278"
"H3255","SIDM00046","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","257"
"451Lu","SIDM01240","1287706","SKCM","skin","melanoma","GDSC2","180"
"OCI-AML3","SIDM00462","1290455","LAML","blood","acute_myeloid_leukaemia","GDSC2","270"
"ASH-3","SIDM00491","1290722","THCA","thyroid","thyroid","GDSC2","281"
"BICR10","SIDM00077","1290724","HNSC","aero_digestive_tract","head_and_neck","GDSC2","242"
"BICR31","SIDM00078","1290725","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"CAL-29","SIDM00936","1290730","BLCA","urogenital_system","bladder","GDSC2","281"
"CAL-78","SIDM00929","1290765","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","281"
"CHSA0011","SIDM00051","1290767","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","180"
"CHSA0108","SIDM00050","1290768","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","179"
"CL-11","SIDM00944","1290769","COREAD","digestive_system","large_intestine","GDSC2","282"
"CS1","SIDM00199","1290795","UNCLASSIFIED","bone","bone_other","GDSC2","244"
"DAN-G","SIDM00950","1290797","PAAD","pancreas","pancreas","GDSC2","280"
"EFM-192A","SIDM01002","1290798","BRCA","breast","breast","GDSC2","283"
"FU97","SIDM00503","1290806","STAD","digestive_system","stomach","GDSC2","170"
"G-292-Clone-A141B1","SIDM00858","1290807","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"NCI-H2369","SIDM00104","1290808","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2373","SIDM00103","1290809","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2461","SIDM00102","1290810","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2722","SIDM00099","1290812","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2795","SIDM00154","1290813","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H2818","SIDM00520","1290814","MESO","lung","mesothelioma","GDSC2","282"
"HCC1428","SIDM00881","1290905","BRCA","breast","breast","GDSC2","285"
"HCC202","SIDM00870","1290906","BRCA","breast","breast","GDSC2","14"
"HCC-78","SIDM01068","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"HDQ-P1","SIDM01062","1290922","BRCA","breast","breast","GDSC2","285"
"ALL-SIL","SIDM00994","1295740","ALL","blood","T_cell_leukemia","GDSC2","280"
"AMO-1","SIDM00993","1295741","MM","blood","haematopoietic_neoplasm_other","GDSC2","267"
"COR-L303","SIDM00510","1297438","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"COR-L95","SIDM00521","1297439","SCLC","lung","lung_small_cell_carcinoma","GDSC2","99"
"DND-41","SIDM00946","1297446","ALL","blood","T_cell_leukemia","GDSC2","282"
"EJM","SIDM01048","1297447","MM","blood","lymphoid_neoplasm_other","GDSC2","281"
"Farage","SIDM00859","1297449","DLBC","blood","B_cell_lymphoma","GDSC2","255"
"HeLa","SIDM00846","1298134","CESC","urogenital_system","cervix","GDSC2","281"
"HPAC","SIDM00670","1298136","PAAD","pancreas","pancreas","GDSC2","281"
"Hs-766T","SIDM00664","1298141","PAAD","pancreas","pancreas","GDSC2","171"
"Hs-939-T","SIDM00663","1298144","SKCM","skin","melanoma","GDSC2","180"
"Hs-940-T","SIDM00662","1298145","SKCM","skin","melanoma","GDSC2","180"
"huH-1","SIDM00586","1298146","LIHC","digestive_system","liver","GDSC2","281"
"JHH-1","SIDM00618","1298151","LIHC","digestive_system","liver","GDSC2","281"
"JHU-029","SIDM00690","1298156","HNSC","aero_digestive_tract","head_and_neck","GDSC2","178"
"JIMT-1","SIDM01037","1298157","BRCA","breast","breast","GDSC2","285"
"K2","SIDM00126","1298160","SKCM","skin","melanoma","GDSC2","180"
"KMH-2","SIDM00619","1298167","THCA","thyroid","thyroid","GDSC2","180"
"KMRC-1","SIDM00611","1298168","KIRC","kidney","kidney","GDSC2","170"
"KMRC-20","SIDM00609","1298169","KIRC","kidney","kidney","GDSC2","281"
"KON","SIDM00604","1298215","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"KP-1N","SIDM00583","1298216","PAAD","pancreas","pancreas","GDSC2","281"
"KP-2","SIDM00582","1298218","PAAD","pancreas","pancreas","GDSC2","281"
"KP-3","SIDM00571","1298219","UNCLASSIFIED","pancreas","pancreas","GDSC2","282"
"KYSE-50","SIDM00550","1298222","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"LC-1-sq","SIDM00300","1298223","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"LOU-NH91","SIDM00341","1298226","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"NCI-H1435","SIDM00658","1298347","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"NCI-H1568","SIDM00750","1298348","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"NCI-H1688","SIDM00792","1298349","SCLC","lung","lung_small_cell_carcinoma","GDSC2","169"
"NCI-H1781","SIDM00754","1298350","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H2110","SIDM00703","1298351","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H2135","SIDM00700","1298352","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","257"
"NCI-H2172","SIDM00926","1298353","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H2444","SIDM00723","1298356","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","179"
"NUGC-4","SIDM00570","1298357","STAD","digestive_system","stomach","GDSC2","281"
"OCUM-1","SIDM00568","1298358","STAD","digestive_system","stomach","GDSC2","282"
"OE21","SIDM00478","1298359","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"OSC-19","SIDM00566","1298362","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"OVTOKO","SIDM00425","1298365","OV","urogenital_system","ovary","GDSC2","281"
"PANC-02-03","SIDM01139","1298475","PAAD","pancreas","pancreas","GDSC2","281"
"PANC-04-03","SIDM01137","1298476","PAAD","pancreas","pancreas","GDSC2","171"
"PA-TU-8902","SIDM00455","1298526","PAAD","pancreas","pancreas","GDSC2","281"
"PCI-30","SIDM00044","1298529","HNSC","aero_digestive_tract","head_and_neck","GDSC2","170"
"PCI-4B","SIDM00043","1298531","HNSC","aero_digestive_tract","head_and_neck","GDSC2","256"
"PL4","SIDM00042","1298533","PAAD","pancreas","pancreas","GDSC2","281"
"QGP-1","SIDM00360","1298534","UNCLASSIFIED","pancreas","pancreas","GDSC2","256"
"RERF-LC-KJ","SIDM00356","1298537","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"RERF-LC-Sq1","SIDM00354","1298538","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","280"
"RKN","SIDM00353","1298539","UNCLASSIFIED","urogenital_system","ovary","GDSC2","281"
"SAT","SIDM00350","1299050","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"SCC90","SIDM00399","1299052","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"SKN-3","SIDM00375","1299059","HNSC","aero_digestive_tract","head_and_neck","GDSC2","280"
"STS-0421","SIDM00041","1299061","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","178"
"SW1271","SIDM01156","1299062","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
